Probe	Gene	c151	c152	c153	c155	c156	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c179	c180	c181	c184	c185	c186	c188	c189	c191	c192	c193	c194	c195	c197	c199	c200	c201	c202	c203	c205	c206	c207	c208	d122	d123	d124	d125	d126	d128	d130	d131	d132	d133	d134	d136	d137	d138	d139	d140	d141	d142	d143	d144	d145	d148	d149	d150	u127	u129	u135	u146	u147	u154	u157	u158	u176	u177	u178	u182	u183	u187	u190	u196	u198	u204
cg04554272	LMF1	0.8426118	0.719635	0.7989842	0.7495437	0.7340496	0.8269004	0.8008358	0.7803838	0.7668143	0.7163835	0.7514722	0.7805535	0.7621738	0.725931	0.8038955	0.7078481	0.6660555	0.7706431	0.5880555	0.7577502	0.736681	0.722576	0.7669333	0.8316876	0.758303	0.7793369	0.7989817	0.7972121	0.7975687	0.8064159	0.8190881	0.6084222	0.7223791	0.7851668	0.815733	0.7579733	0.6290649	0.7021006	0.7162861	0.7141635	0.7265409	0.560756	0.662413	0.8119085	0.798084	0.2979479	0.1793778	0.2832819	0.3712693	0.3451635	0.2913123	0.4419844	0.4391155	0.4192365	0.4345679	0.3413687	0.3883202	0.2832969	0.3476052	0.3844367	0.2507762	0.3168483	0.1948674	0.3358838	0.3838843	0.4210526	0.5450848	0.282754	0.3608526	0.4049169	0.3038128	0.3796051	0.2264606	0.237066	0.6311013	0.7687018	0.6974682	0.8057703	0.8015666	0.7844055	0.7635899	0.7654478	0.7208339	0.7043367	0.8166865	0.777986	0.7370221
cg24750513	BIN1	0.6926832	0.7236487	0.7058287	0.6790741	0.7598581	0.5739859	0.8054585	0.7402824	0.7904458	0.762168	0.7412195	0.7875475	0.7426256	0.7514866	0.7555519	0.7589193	0.7153768	0.8134481	0.7231062	0.7537077	0.7371005	0.7783689	0.7242215	0.7566219	0.712885	0.763111	0.7061337	0.7207745	0.5320107	0.6999422	0.7090877	0.7465417	0.7246562	0.8433117	0.72404	0.7991748	0.708641	0.6661939	0.7133185	0.6827511	0.6880798	0.5837001	0.7971263	0.7213873	0.613452	0.2726936	0.4298418	0.4876629	0.4988876	0.5450777	0.5503664	0.5617785	0.4532138	0.3666064	0.4332477	0.5418415	0.4161361	0.4451936	0.4833112	0.491955	0.5165332	0.4211168	0.502475	0.4151705	0.4093564	0.3753971	0.4799081	0.3978629	0.4923795	0.5269303	0.4034835	0.5407489	0.4569906	0.4470522	0.7141789	0.7465148	0.7204785	0.7312605	0.8193513	0.7602001	0.7140661	0.6381798	0.7118713	0.7179204	0.6796094	0.7570697	0.7786152
cg00573770	ZEB2	0.4965734	0.4926492	0.5671679	0.4023587	0.5814493	0.4891919	0.3147096	0.4519792	0.4428029	0.4502291	0.3746074	0.4552206	0.6645396	0.674867	0.527043	0.4128471	0.2910581	0.3381045	0.3488696	0.5920144	0.4079105	0.3873262	0.4122629	0.3565608	0.3265517	0.3598105	0.2434141	0.298773	0.1899791	0.2556835	0.2412312	0.3588777	0.3633858	0.2126654	0.3380503	0.4208921	0.25	0.2813676	0.2384615	0.3310724	0.3484736	0.2291139	0.2464073	0.4229735	0.2539311	0.768055	0.8257895	0.8761175	0.6934841	0.815272	0.7874789	0.7792721	0.6976744	0.7574371	0.7936181	0.8459933	0.6537815	0.8002921	0.8406305	0.8331904	0.7268261	0.7517136	0.7446154	0.7914543	0.8362688	0.7754583	0.4681335	0.7934918	0.7313433	0.8095378	0.8480965	0.7651515	0.7639831	0.7892436	0.4656008	0.5564587	0.3550877	0.4078233	0.4112191	0.6551148	0.4416738	0.2037492	0.3317254	0.3620544	0.5139016	0.2596784	0.2513274
cg20242066	LCT	0.6894704	0.5533584	0.6115298	0.5685754	0.6447479	0.6428199	0.5269495	0.6346899	0.6741855	0.7284788	0.6918408	0.711589	0.6881746	0.7418569	0.6568404	0.6611155	0.6674768	0.7378829	0.5969396	0.6205148	0.7076342	0.7600877	0.6846548	0.7397719	0.6690882	0.6790988	0.6956472	0.6484053	0.6918932	0.5966249	0.567098	0.7158461	0.7060117	0.8424156	0.7315331	0.6274387	0.6444611	0.7415168	0.670092	0.6581503	0.6722984	0.5896446	0.7523175	0.5822294	0.7834916	0.3092924	0.2891723	0.295322	0.3243438	0.3462255	0.3388132	0.4248555	0.3294786	0.2508199	0.3423828	0.4412901	0.3153137	0.4050061	0.356206	0.3109499	0.3829975	0.3185873	0.440344	0.2705403	0.2964769	0.3576772	0.5559701	0.2928736	0.5081348	0.397481	0.3024194	0.4181772	0.4409866	0.3528893	0.6421166	0.6954746	0.7075536	0.7794179	0.7490422	0.6143233	0.6009225	0.6151977	0.6654417	0.7421325	0.6302232	0.6172373	0.731113
cg02225599	HOXA2	0.3662078	0.4233227	0.4054905	0.3491876	0.4430521	0.3207603	0.4170595	0.3885239	0.4005549	0.5148561	0.4102381	0.4074044	0.4305134	0.3513979	0.4036022	0.4057205	0.2438819	0.4210389	0.4213572	0.397592	0.3793648	0.5220103	0.384158	0.4219196	0.3981171	0.4677783	0.6137124	0.4529062	0.3074258	0.4135433	0.2445524	0.4692697	0.3423122	0.5863906	0.3315293	0.5003588	0.3314741	0.441119	0.507996	0.3918424	0.4886338	0.08391128	0.4137039	0.3070249	0.3077195	0.1076308	0.1372302	0.203632	0.1803385	0.1698824	0.2158928	0.1130802	0.1405226	0.08829509	0.1295885	0.183373	0.1094176	0.1200789	0.1496937	0.1773585	0.2079411	0.09015927	0.1643817	0.1170721	0.1135012	0.1942245	0.09950911	0.09122807	0.1166788	0.1088733	0.1358591	0.1452375	0.2238464	0.08419617	0.3266964	0.3853675	0.4556133	0.3504159	0.3089903	0.2864081	0.4597159	0.3898836	0.3563613	0.464929	0.3467932	0.4883397	0.4121413
cg04348265	SORBS2	0.3735845	0.2656431	0.3934437	0.3917118	0.4241461	0.3792705	0.407065	0.390892	0.4375713	0.4404457	0.3854046	0.4452106	0.3162594	0.3800023	0.4122351	0.400897	0.4589307	0.3601952	0.392321	0.3527997	0.3182699	0.3197615	0.4434794	0.4299965	0.3079396	0.3361557	0.4346671	0.485564	0.4264838	0.4539241	0.3903307	0.3256023	0.4236531	0.4623393	0.4456859	0.3822272	0.2591398	0.3367225	0.3658302	0.4253602	0.3947075	0.6469671	0.3988133	0.5253596	0.5733281	0.1087775	0.1046905	0.1345786	0.1425254	0.1311232	0.1870066	0.110473	0.1590128	0.1378222	0.1478873	0.07695536	0.1159365	0.1006109	0.1308946	0.0815155	0.1561042	0.08196507	0.1018692	0.0719978	0.09546795	0.1546263	0.1721507	0.0530391	0.2047822	0.1498081	0.1154913	0.1103394	0.1264986	0.1215266	0.4176904	0.4640884	0.4391795	0.5207776	0.4704754	0.3733177	0.3612176	0.3607994	0.3110968	0.3963441	0.4226598	0.2664183	0.3998785
cg21279874	MCF2L	0.658752	0.7526272	0.6602561	0.6301438	0.6177143	0.6402453	0.6714507	0.6725867	0.6274539	0.685622	0.6740932	0.6534513	0.70192	0.7193033	0.7172384	0.6870494	0.6402181	0.6867456	0.6803684	0.6686686	0.6730421	0.6732138	0.6778957	0.6583527	0.691322	0.6205815	0.6050461	0.6623951	0.6576321	0.6167193	0.546947	0.6784419	0.7303128	0.6758595	0.7001945	0.6752205	0.5210966	0.5861048	0.6087872	0.6774397	0.6252303	0.5072042	0.6763585	0.6523591	0.6412629	0.7129089	0.7419701	0.6455007	0.6318359	0.5832961	0.661879	0.6738764	0.6721487	0.5929055	0.6438912	0.6662453	0.6941561	0.6803955	0.6840505	0.6532568	0.6402593	0.612536	0.603996	0.6481442	0.6416272	0.6518705	0.6247817	0.6696864	0.7296291	0.5881419	0.6367905	0.6649419	0.5915114	0.6720019	0.6474249	0.6685027	0.6242738	0.656494	0.6711885	0.6877822	0.6798161	0.5535239	0.5662509	0.6393247	0.7066422	0.6695529	0.6736495
cg23279355	CMYA5	0.8842785	0.8034243	0.724814	0.9007387	0.638909	0.6995225	0.7799628	0.7991323	0.6639187	0.8640488	0.7408702	0.6954848	0.8261529	0.6913026	0.755783	0.6279387	0.6446642	0.8056126	0.8551633	0.7460389	0.8279591	0.8546697	0.7147837	0.9033425	0.842429	0.9210996	0.8703265	0.8811082	0.9285102	0.8068855	0.6615323	0.9025469	0.6892546	0.9478945	0.8478197	0.8054131	0.5230269	0.8730763	0.6053163	0.8645915	0.8473344	0.8792115	0.8764876	0.8246989	0.6627445	0.5800194	0.5288762	0.4602534	0.4772224	0.6457185	0.6418864	0.514962	0.3419907	0.4954097	0.4512624	0.5199828	0.4597523	0.5596491	0.6097072	0.4800147	0.4176334	0.3701794	0.5812109	0.3879944	0.3916084	0.4791166	0.4489159	0.5570112	0.329246	0.558342	0.5444032	0.553563	0.5791312	0.385461	0.722443	0.8036336	0.7362069	0.7285305	0.8250529	0.7631385	0.8127991	0.7023584	0.7692603	0.9090102	0.8188907	0.8455655	0.9110149
cg06146665	USP36	0.8396857	0.7129114	0.8477168	0.7252538	0.8380207	0.8821775	0.8640999	0.8179764	0.8682965	0.8565844	0.8650697	0.8738132	0.8427064	0.7372257	0.8906267	0.7178255	0.8162495	0.599668	0.8410465	0.8805538	0.8349232	0.5943056	0.8187023	0.8648142	0.7752221	0.7632387	0.811919	0.8153704	0.8301057	0.9159558	0.7642972	0.9322447	0.9039004	0.8967427	0.8595101	0.7444151	0.8267281	0.6817914	0.7418604	0.8179066	0.8180087	0.5465699	0.8592941	0.8695996	0.8738405	0.606106	0.5221977	0.6411186	0.6668861	0.5669242	0.6552236	0.3341458	0.5980856	0.6206629	0.6947011	0.7459822	0.5683019	0.8751379	0.5151894	0.6062867	0.3278312	0.4012666	0.4223898	0.2856357	0.693349	0.3331156	0.514701	0.4565814	0.6521739	0.5962818	0.8032053	0.5745913	0.3863392	0.4745173	0.8138121	0.8520209	0.7811006	0.8969777	0.8859638	0.7921231	0.849546	0.8011676	0.7076105	0.845197	0.8387331	0.6417567	0.7589487
cg06571387	HOXD12	0.2265455	0.2471511	0.2306505	0.2318207	0.2330506	0.2227062	0.2122444	0.227214	0.2168843	0.2194007	0.2040459	0.2223913	0.2157884	0.2548816	0.2253876	0.2296301	0.202826	0.252984	0.2063904	0.2544307	0.201752	0.239362	0.2462466	0.2629797	0.273155	0.2548816	0.2617255	0.2656699	0.2757359	0.2444823	0.2096967	0.2575887	0.253876	0.2404558	0.2464354	0.2360008	0.2365947	0.2586808	0.2229835	0.2345844	0.2254311	0.2794883	0.2516365	0.2210394	0.2270961	0.2309693	0.2241268	0.2294181	0.2808989	0.2550659	0.2300599	0.2329073	0.1950256	0.2008637	0.2040753	0.2528924	0.2092288	0.2071518	0.254097	0.2184021	0.2360824	0.1977817	0.2758231	0.2059863	0.2020785	0.1706092	0.2725939	0.180868	0.2253333	0.2396136	0.1829764	0.2668081	0.2151478	0.2167534	0.2371474	0.2168687	0.2185527	0.2145357	0.2366454	0.2039478	0.2779873	0.1988169	0.2443051	0.2930951	0.2284772	0.2630128	0.2222931
cg02869559	RUNX1	0.3750503	0.5299397	0.1390795	0.4487716	0.3962475	0.08562335	0.4051647	0.2401064	0.6075454	0.2761928	0.3657731	0.5774491	0.687736	0.1975116	0.162944	0.4092679	0.5948958	0.4678873	0.5256912	0.3856444	0.5199914	0.4337199	0.3203105	0.161247	0.2018068	0.4164736	0.2204721	0.5219818	0.1286378	0.2615579	0.3537902	0.2497808	0.5107579	0.3616599	0.5535722	0.424789	0.4915448	0.3847305	0.4113691	0.1451928	0.4652891	0.2820853	0.3622325	0.4114735	0.1967191	0.7221302	0.7712137	0.664886	0.6853942	0.7766824	0.8627098	0.6573704	0.745935	0.6776809	0.8574755	0.7181502	0.742777	0.8948212	0.7685248	0.7464883	0.8194593	0.8558999	0.8158491	0.8541408	0.632948	0.7476438	0.8157405	0.6515576	0.8197364	0.769175	0.8407863	0.8881985	0.7715705	0.8412359	0.111355	0.4634182	0.3702538	0.6280127	0.5441413	0.1799678	0.2068757	0.2920962	0.393271	0.1439195	0.21467	0.1491027	0.4956026
cg13006424	TMEM131	0.579421	0.599635	0.6396573	0.5318029	0.6296796	0.6673649	0.6155325	0.612576	0.5772973	0.6022781	0.6370199	0.5887911	0.7055981	0.6668608	0.6151491	0.5580323	0.5624934	0.6898325	0.5084758	0.6458712	0.6234744	0.5693264	0.6231403	0.6183592	0.576643	0.5417718	0.5847741	0.6076086	0.6272383	0.504157	0.4953223	0.5875528	0.6146263	0.6323792	0.6127884	0.6368043	0.4605446	0.628904	0.4471529	0.6056904	0.6061576	0.4880691	0.5601153	0.6438813	0.5059984	0.1381649	0.4202849	0.4963902	0.3613095	0.3510816	0.4613353	0.3464591	0.2811645	0.3764785	0.3699562	0.3670146	0.2394765	0.2146871	0.3015028	0.3849592	0.2219709	0.1638297	0.2387403	0.2932467	0.3557607	0.369361	0.2736636	0.3328979	0.3258101	0.2763209	0.2963779	0.3552533	0.3329071	0.2215429	0.5958234	0.6772853	0.6310067	0.5874833	0.5864052	0.6627288	0.5736673	0.509436	0.5897357	0.5744469	0.5813546	0.5253033	0.6089301
cg05347456	DPEP1	0.3558133	0.5530319	0.3529394	0.2854202	0.3808943	0.3408547	0.3185305	0.3207372	0.3916658	0.3691125	0.3093881	0.3377399	0.3625999	0.3879027	0.4045067	0.3116135	0.4177976	0.424166	0.4392884	0.437515	0.3182155	0.4508583	0.4530835	0.4255024	0.4796211	0.3458509	0.3359974	0.3913199	0.3687491	0.3203876	0.2949218	0.3936452	0.3596221	0.409991	0.3484954	0.4009112	0.2969318	0.3982218	0.3116042	0.2991649	0.3285378	0.2759143	0.4365037	0.3726838	0.3772539	0.7227482	0.7676426	0.708251	0.6491849	0.5756738	0.6971375	0.6554631	0.6383604	0.6793411	0.6468766	0.7174428	0.7293384	0.6615605	0.732038	0.7179313	0.6425408	0.6642411	0.6483012	0.659196	0.7297977	0.6939988	0.7353268	0.7065129	0.727678	0.6780646	0.6969306	0.5882316	0.7263656	0.7201741	0.3524223	0.3488832	0.265297	0.4248438	0.4390176	0.5598516	0.4941892	0.2955859	0.3444241	0.3849104	0.4485661	0.4406414	0.490652
cg06014251	SCN8A	0.8316397	0.8843529	0.8782175	0.861177	0.8518097	0.8671785	0.8476001	0.8789783	0.8728214	0.8866693	0.8714592	0.8728106	0.8691514	0.896076	0.8661044	0.8851032	0.8676696	0.8657131	0.8817204	0.8680062	0.8897116	0.872586	0.8774812	0.887413	0.9033089	0.8926253	0.8375157	0.8635033	0.8908074	0.896492	0.878805	0.8861773	0.8729739	0.909421	0.8780949	0.8883272	0.8812213	0.8931808	0.876227	0.873843	0.8586791	0.8766934	0.8486915	0.8950349	0.8851207	0.9042602	0.8920543	0.8749098	0.8506705	0.8225364	0.8795705	0.8650725	0.900316	0.8835563	0.8518648	0.8994607	0.8735775	0.8668681	0.8617397	0.8539919	0.876092	0.8631319	0.882071	0.8729282	0.8783496	0.8626277	0.875039	0.871131	0.8920977	0.8389606	0.873639	0.8787472	0.8531541	0.833771	0.8340611	0.8602135	0.8792587	0.8735536	0.8930218	0.86463	0.8803717	0.8464969	0.8675664	0.8809264	0.8689088	0.8768445	0.8850499
cg01229865	ATP11A	0.2468802	0.3557421	0.3142732	0.1962018	0.3219786	0.2573863	0.2662111	0.3033019	0.2637413	0.3098032	0.2409916	0.3414297	0.3190505	0.4215905	0.2674376	0.2750525	0.1804791	0.3048026	0.3123954	0.3063127	0.2586932	0.2583227	0.3134267	0.3194284	0.3884164	0.2722458	0.2866034	0.2303113	0.2514041	0.2859981	0.2646834	0.3263847	0.2543503	0.3362004	0.2578799	0.3067677	0.2791804	0.2795169	0.2108495	0.2893201	0.2535121	0.2012389	0.1992507	0.2934071	0.2512864	0.7194553	0.7417473	0.6524594	0.6246978	0.5242944	0.5031506	0.6196138	0.50113	0.5120046	0.5443186	0.7030537	0.7013565	0.5073239	0.5559615	0.6199386	0.4983307	0.3994219	0.5510461	0.5474493	0.6423543	0.5145603	0.5115691	0.6837154	0.5884566	0.6469454	0.4192304	0.6602153	0.7777682	0.3969107	0.3280905	0.207871	0.2987052	0.254958	0.2817887	0.357696	0.3323172	0.2579807	0.3089907	0.3190476	0.2993878	0.2634483	0.2393485
cg19148251	FKBP2	0.8424751	0.8720313	0.8348064	0.8166494	0.835342	0.8672493	0.8467563	0.8404029	0.8403117	0.8523831	0.8452967	0.8640414	0.8465537	0.8515564	0.8688395	0.85945	0.8346149	0.8762907	0.8725175	0.8629372	0.8493435	0.8592533	0.8544335	0.8692784	0.8709537	0.8752161	0.8378307	0.8574297	0.8477737	0.8394825	0.8632888	0.8704847	0.846571	0.8783296	0.8739558	0.8251911	0.8349364	0.8490912	0.8508751	0.857496	0.8524008	0.8541017	0.8712041	0.8471391	0.8773472	0.8751791	0.8700269	0.8254454	0.8096471	0.8302494	0.8267869	0.8377244	0.8487076	0.8397638	0.8454373	0.8330788	0.8633408	0.8201025	0.8689724	0.8484776	0.8487357	0.8406744	0.8563224	0.8201733	0.8523433	0.8243845	0.8678768	0.8653968	0.8693104	0.8285714	0.8517526	0.8449	0.8698876	0.8313843	0.7970371	0.8470706	0.8375494	0.8737368	0.8743187	0.8523299	0.8607442	0.8092992	0.8396265	0.870451	0.854649	0.8804158	0.8583316
cg22730004	SPTA1	0.3376046	0.3009329	0.3354037	0.1868512	0.3056553	0.2214342	0.170399	0.2404714	0.2227848	0.2691073	0.2058824	0.3311688	0.338358	0.2411499	0.2780213	0.2470684	0.1889787	0.2911868	0.1764904	0.3090823	0.2310393	0.2786566	0.2941676	0.2367546	0.1831363	0.1724138	0.1597484	0.1589462	0.1829502	0.1567652	0.1564551	0.2550207	0.149827	0.1162362	0.1628828	0.2127237	0.0940059	0.2165686	0.1897696	0.2664955	0.1393812	0.1538462	0.1663486	0.2300486	0.2087615	0.6630982	0.5524068	0.5742105	0.516095	0.4685161	0.5561774	0.5469632	0.4469042	0.5572019	0.5811106	0.5464181	0.4728755	0.5374436	0.4954046	0.5244055	0.5620129	0.4739087	0.4868128	0.539749	0.6062526	0.4765049	0.3192695	0.5416873	0.6347371	0.5109991	0.4849833	0.4266732	0.5007587	0.3995199	0.307977	0.2551887	0.1606398	0.2939144	0.2176585	0.3679792	0.2797441	0.1955073	0.2059179	0.1115963	0.1847522	0.2277547	0.2235067
cg04862500	RSPO1	0.07284921	0.08930956	0.1257816	0.1055943	0.09923743	0.05751677	0.06831009	0.09030446	0.06737886	0.06767549	0.06803209	0.08119126	0.07568946	0.07317552	0.08851526	0.07362559	0.06606726	0.06941323	0.07344515	0.09917837	0.06597082	0.09230021	0.06439601	0.09742782	0.08912217	0.07683454	0.1046726	0.07831293	0.06838854	0.06442714	0.07443299	0.08772533	0.0866335	0.06006806	0.07322866	0.0944403	0.05311725	0.07023256	0.06921548	0.09980918	0.06423013	0.06581466	0.08441824	0.07540838	0.06914396	0.08695652	0.1060963	0.1410232	0.100029	0.06670667	0.07888959	0.06446123	0.08030557	0.06725895	0.06059298	0.07012905	0.0743275	0.05857219	0.08529684	0.08851764	0.08180557	0.0660731	0.104486	0.1120282	0.07165241	0.05198909	0.0805133	0.05401487	0.1691065	0.09598623	0.06006046	0.06757396	0.07723686	0.06210298	0.1019412	0.07684331	0.08489905	0.09153117	0.07795587	0.0883169	0.1104556	0.07764767	0.05942384	0.1119885	0.08185463	0.06778448	0.08942436
cg12061021	RWDD3	0.0855936	0.1545497	0.07469057	0.09438406	0.1001574	0.08013172	0.1023181	0.08810665	0.07853091	0.09436368	0.1049028	0.09173205	0.08824725	0.08113017	0.09254947	0.07593052	0.07722335	0.05701483	0.08341435	0.07404038	0.06002928	0.0552331	0.06999169	0.1264627	0.1208959	0.1006524	0.07610317	0.07690448	0.1046016	0.09794883	0.08662952	0.0480161	0.08312891	0.03950777	0.07180528	0.07931472	0.06528516	0.08063979	0.06487778	0.08242787	0.07259146	0.07520987	0.06802845	0.08504099	0.07860032	0.1166307	0.08683008	0.1186201	0.08022742	0.09381443	0.1034965	0.08019191	0.09329529	0.08989322	0.08707483	0.09874497	0.08635578	0.07274633	0.1096371	0.08981409	0.06187721	0.07457479	0.06384703	0.0633565	0.08075967	0.06615512	0.06503067	0.06650878	0.06748158	0.09603295	0.07713423	0.0437891	0.05175913	0.05986151	0.09413642	0.09313433	0.03466605	0.06974906	0.08151815	0.05750471	0.1360131	0.07948309	0.09749702	0.09539693	0.08563998	0.08093347	0.07389618
cg02393727	DPEP1	0.2473569	0.4096553	0.2755373	0.1829455	0.2581646	0.1962656	0.2078942	0.1872928	0.2589386	0.2238868	0.1924058	0.2031973	0.2162526	0.2782149	0.2583062	0.1521436	0.2236589	0.2332942	0.3074028	0.3083342	0.1850468	0.295045	0.2899551	0.3147425	0.3622756	0.2473114	0.2166202	0.2709335	0.2445046	0.2157225	0.1527815	0.2464737	0.2352905	0.2705292	0.1954793	0.2380716	0.1576273	0.2483836	0.1786927	0.1853705	0.1754839	0.1549702	0.2566183	0.2209353	0.2029195	0.5880219	0.6098351	0.5852248	0.5340212	0.4504424	0.5348598	0.5194272	0.4904085	0.5051129	0.4839968	0.5644417	0.5354839	0.4707969	0.5118169	0.4985014	0.4420203	0.4854893	0.4360458	0.439636	0.5499061	0.5168181	0.4885557	0.5104145	0.5491146	0.5093623	0.5204713	0.5072234	0.5183909	0.4781983	0.2592862	0.2304158	0.1462401	0.2493338	0.2782561	0.3345824	0.3654957	0.1731296	0.2172114	0.2362706	0.2855849	0.2466395	0.3067006
cg09655403	CMYA5	0.905905	0.8515658	0.7865556	0.9039751	0.7045583	0.8226962	0.8520657	0.8741079	0.7541653	0.9100401	0.7916433	0.7979199	0.8911034	0.7976446	0.8673638	0.7701887	0.7516819	0.8822406	0.9102221	0.8066576	0.8855193	0.8916345	0.8319803	0.9448292	0.8907112	0.9486656	0.9195094	0.9278874	0.9409153	0.8533663	0.7131954	0.9527773	0.8038185	0.9734596	0.8955039	0.8888094	0.6669772	0.9227676	0.7354411	0.9109221	0.9085183	0.9248031	0.9187698	0.8776858	0.7861578	0.6186452	0.5920291	0.5439647	0.5895267	0.7135267	0.6695133	0.6215991	0.3312565	0.5495769	0.5584543	0.5930825	0.4875089	0.6407601	0.6705486	0.5916963	0.4959034	0.4485904	0.7259804	0.4680135	0.5287332	0.5764436	0.6269134	0.6608337	0.4277709	0.5905437	0.5844533	0.6448004	0.6967267	0.4723032	0.811243	0.8752329	0.8307522	0.8256863	0.9076373	0.858927	0.8807756	0.7898312	0.8541723	0.9456145	0.8935468	0.8854129	0.9498903
cg23960750	GAMT	0.1286191	0.1365156	0.1367857	0.1145615	0.1221735	0.1246111	0.1008188	0.1007901	0.1129199	0.1263933	0.1024362	0.1362225	0.09426027	0.1144101	0.1108431	0.1102318	0.09902094	0.1316077	0.1314936	0.1276064	0.1298169	0.1120754	0.1305604	0.1474546	0.1533348	0.1128269	0.1366675	0.1356849	0.1216247	0.1048303	0.1270203	0.1243162	0.1294871	0.1885911	0.0798849	0.1308079	0.131443	0.1377412	0.09360759	0.1457559	0.09938718	0.1116257	0.09889597	0.1108929	0.121628	0.1296568	0.1411634	0.174909	0.1672851	0.1798815	0.1381494	0.157619	0.1480293	0.1074047	0.1107758	0.128132	0.1308923	0.1281701	0.1605013	0.1234175	0.1424683	0.110402	0.1583948	0.1064415	0.1372316	0.1096923	0.1529989	0.1189246	0.1369071	0.1388149	0.1145053	0.1663039	0.1399181	0.1176892	0.1253961	0.1174379	0.1002572	0.100442	0.1480112	0.1174775	0.1305681	0.1018771	0.1278257	0.1028775	0.1247232	0.1204998	0.1162087
cg01933073	SORBS2	0.4087379	0.2592396	0.4042553	0.4154689	0.499408	0.3416667	0.4607345	0.3617184	0.4034396	0.4049239	0.3668469	0.4745645	0.3118351	0.4653756	0.4382253	0.4444444	0.4278928	0.3115829	0.4315979	0.3311143	0.3983549	0.324655	0.4551259	0.4908797	0.3138999	0.3439593	0.547898	0.5190735	0.4522868	0.5092807	0.4071573	0.2680371	0.4625992	0.4942582	0.5311859	0.4283955	0.1969242	0.383536	0.4040067	0.39982	0.4173228	0.6274199	0.3503185	0.5152566	0.6464315	0.07986111	0.03625557	0.1051885	0.1178451	0.1332432	0.1358247	0.06451613	0.1907262	0.146873	0.1071255	0.05486498	0.1243655	0.078125	0.1234461	0.06905504	0.1167834	0.117098	0.0736532	0.0718232	0.05507604	0.1560055	0.1624615	0.05017921	0.2232615	0.1107895	0.07673569	0.09468438	0.1227872	0.1075862	0.3816885	0.4252673	0.4262633	0.565336	0.4949396	0.3767204	0.3440367	0.3289678	0.352782	0.4381541	0.4553617	0.2825947	0.4340101
cg01725383	RUNX1	0.1874307	0.3255013	0.1712295	0.204642	0.2454545	0.1943992	0.222762	0.2132407	0.3528536	0.1866612	0.1649203	0.3715221	0.5035715	0.3020945	0.2143556	0.1842667	0.261117	0.3397741	0.4565143	0.1860795	0.2952017	0.2656296	0.2202136	0.1984808	0.1975674	0.1506173	0.1262136	0.3705563	0.1099338	0.1168346	0.1290975	0.1064581	0.2552486	0.2023599	0.2471042	0.2649402	0.2355186	0.2255291	0.3003489	0.1332394	0.2372238	0.1017986	0.1535948	0.2011429	0.1415742	0.5654303	0.5861083	0.4827133	0.5225589	0.5853871	0.7386503	0.5586247	0.5601957	0.4313409	0.6622918	0.6335983	0.4719315	0.6890709	0.591962	0.6071923	0.587098	0.6033581	0.6584249	0.6107297	0.3905484	0.5339703	0.5810081	0.4470678	0.6472303	0.5740092	0.6037469	0.6820587	0.4548955	0.6394601	0.1809524	0.274479	0.1817772	0.3363342	0.3512917	0.1873341	0.1380176	0.1213654	0.1982691	0.1125	0.189089	0.1326941	0.2322404
cg21864868	LOC404266	0.800877	0.8517619	0.7516607	0.8414361	0.8043463	0.8396557	0.8048247	0.8451198	0.8521889	0.8607717	0.8346457	0.8639048	0.8542725	0.8307763	0.8088353	0.8353872	0.8132232	0.8441832	0.8089324	0.793445	0.8276265	0.8515249	0.8272229	0.8544259	0.8694355	0.8322765	0.8213264	0.8456187	0.8416168	0.8161605	0.8427939	0.8358895	0.8402328	0.8321027	0.8304049	0.8453745	0.8174597	0.8291557	0.8126335	0.8529055	0.798852	0.8288059	0.8303953	0.8008422	0.8338487	0.849921	0.8622879	0.8449727	0.8074169	0.8144602	0.8440226	0.8100193	0.8387014	0.8471419	0.825841	0.8303393	0.8422831	0.8196011	0.853609	0.8197522	0.8426508	0.8077621	0.8191473	0.8013477	0.8345503	0.8020352	0.8416237	0.8241155	0.8493554	0.8327545	0.8366995	0.7856407	0.8379474	0.7948293	0.813208	0.8288091	0.7991987	0.8136854	0.843776	0.8388711	0.8583471	0.7953593	0.796706	0.8459092	0.8165308	0.827957	0.8277413
cg08497158	PSMC4	0.07660517	0.07811855	0.08625308	0.06284679	0.06953643	0.06672496	0.05968004	0.06533957	0.05498664	0.06147455	0.05581012	0.05735726	0.05633934	0.06273803	0.06123185	0.04881933	0.04846845	0.0578413	0.05545384	0.04996242	0.05699582	0.05330669	0.05955346	0.0781653	0.08202568	0.0691033	0.07357614	0.06010884	0.05439674	0.05880095	0.0518105	0.0637699	0.04997918	0.05705336	0.05830876	0.06210594	0.05271295	0.05845809	0.05217514	0.05428084	0.04687271	0.06323221	0.05942731	0.05002912	0.04879535	0.07947116	0.082542	0.09119987	0.07705335	0.06196513	0.06495374	0.06320354	0.06006917	0.05754507	0.05183335	0.06091065	0.05708104	0.06255516	0.06633883	0.05688865	0.05292929	0.05508995	0.05543258	0.05364861	0.0492104	0.04151534	0.06116829	0.05139955	0.05906513	0.07982291	0.05579634	0.05605696	0.05731644	0.05228179	0.08565855	0.06022496	0.05239734	0.05647143	0.06279885	0.05995414	0.07245138	0.06029692	0.05989029	0.06584516	0.05636627	0.05342011	0.05424014
